"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes"
"2012-04";"100.77";"A";"100.77";"A";"100.78";"A";"100.78";"A";"100.78";"A";"100.78";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.77";"A";"100.57";"A";"100.57";"A";"100.56";"A";"100.55";"A";"100.57";"A";"100.56";"A";"100.54";"A";"100.52";"A";"100.53";"A";"100.52";"A";"100.52";"A";"100.52";"A"
"2012-05";"101.03";"A";"101.03";"A";"101.04";"A";"101.04";"A";"101.04";"A";"101.04";"A";"101.03";"A";"101.03";"A";"101.02";"A";"101.03";"A";"101.03";"A";"101.03";"A";"101.03";"A";"101.03";"A";"100.83";"A";"100.81";"A";"100.81";"A";"100.82";"A";"100.84";"A";"100.89";"A";"100.88";"A";"100.89";"A";"100.78";"A";"100.88";"A";"100.89";"A";"100.9";"A"
"2012-06";"101.43";"A";"101.43";"A";"101.44";"A";"101.44";"A";"101.44";"A";"101.44";"A";"101.43";"A";"101.43";"A";"101.42";"A";"101.43";"A";"101.43";"A";"101.43";"A";"101.43";"A";"101.43";"A";"101.22";"A";"101.22";"A";"101.22";"A";"101.21";"A";"101.19";"A";"101.17";"A";"101.16";"A";"101.16";"A";"101.17";"A";"101.15";"A";"101.16";"A";"101.16";"A"
"2012-07";"99.73";"A";"99.73";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.72";"A";"99.72";"A";"99.72";"A";"99.72";"A";"99.73";"A";"99.73";"A";"99.72";"A";"99.55";"A";"99.6";"A";"99.61";"A";"99.62";"A";"99.64";"A";"99.67";"A";"99.64";"A";"99.65";"A";"99.66";"A";"99.66";"A";"99.65";"A";"99.67";"A"
"2012-08";"100.41";"A";"100.41";"A";"100.42";"A";"100.41";"A";"100.41";"A";"100.42";"A";"100.41";"A";"100.41";"A";"100.4";"A";"100.41";"A";"100.41";"A";"100.41";"A";"100.41";"A";"100.41";"A";"100.2";"A";"100.21";"A";"100.21";"A";"100.21";"A";"100.21";"A";"100.18";"A";"100.22";"A";"100.24";"A";"100.27";"A";"100.28";"A";"100.28";"A";"100.31";"A"
"2012-09";"100.07";"A";"100.07";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.07";"A";"100.07";"A";"100.06";"A";"100.07";"A";"100.07";"A";"100.07";"A";"100.07";"A";"100.07";"A";"99.87";"A";"99.88";"A";"99.86";"A";"99.84";"A";"99.84";"A";"99.79";"A";"99.77";"A";"99.75";"A";"99.76";"A";"99.73";"A";"99.73";"A";"99.73";"A"
"2012-10";"101.32";"A";"101.32";"A";"101.33";"A";"101.32";"A";"101.32";"A";"101.32";"A";"101.32";"A";"101.31";"A";"101.31";"A";"101.32";"A";"101.32";"A";"101.32";"A";"101.32";"A";"101.32";"A";"101.12";"A";"101.1";"A";"101.12";"A";"101.12";"A";"101.1";"A";"101.2";"A";"101.2";"A";"101.22";"A";"101.2";"A";"101.2";"A";"101.2";"A";"101.18";"A"
"2012-11";"100.3";"A";"100.3";"A";"100.31";"A";"100.31";"A";"100.31";"A";"100.31";"A";"100.31";"A";"100.3";"A";"100.3";"A";"100.3";"A";"100.3";"A";"100.3";"A";"100.3";"A";"100.3";"A";"100.1";"A";"100.08";"A";"100.09";"A";"100.09";"A";"100.07";"A";"100.09";"A";"100.1";"A";"100.13";"A";"100.16";"A";"100.13";"A";"100.12";"A";"100.12";"A"
"2012-12";"100.76";"A";"100.76";"A";"100.77";"A";"100.76";"A";"100.76";"A";"100.77";"A";"100.76";"A";"100.76";"A";"100.75";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.56";"A";"100.56";"A";"100.54";"A";"100.52";"A";"100.54";"A";"100.5";"A";"100.46";"A";"100.43";"A";"100.4";"A";"100.4";"A";"100.4";"A";"100.39";"A"
"2013-01";"99.29";"A";"99.29";"A";"99.3";"A";"99.29";"A";"99.29";"A";"99.3";"A";"99.29";"A";"99.29";"A";"99.28";"A";"99.29";"A";"99.29";"A";"99.29";"A";"99.29";"A";"99.29";"A";"99.09";"A";"99.08";"A";"99.08";"A";"99.09";"A";"99.07";"A";"99.08";"A";"99.06";"A";"99.05";"A";"99.03";"A";"99.03";"A";"99.03";"A";"99.06";"A"
"2013-02";"99.94";"A";"99.94";"A";"99.95";"A";"99.95";"A";"99.95";"A";"99.95";"A";"99.94";"A";"99.94";"A";"99.93";"A";"99.94";"A";"99.94";"A";"99.94";"A";"99.94";"A";"99.94";"A";"99.75";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.71";"A";"99.71";"A";"99.7";"A";"99.72";"A";"99.72";"A";"99.73";"A";"99.69";"A"
"2013-03";"99.6";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.6";"A";"99.59";"A";"99.59";"A";"99.6";"A";"99.59";"A";"99.6";"A";"99.6";"A";"99.59";"A";"99.4";"A";"99.39";"A";"99.38";"A";"99.35";"A";"99.36";"A";"99.31";"A";"99.29";"A";"99.29";"A";"99.28";"A";"99.25";"A";"99.26";"A";"99.25";"A"
"2013-04";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.93";"A";"99.93";"A";"99.92";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.74";"A";"99.73";"A";"99.75";"A";"99.75";"A";"99.76";"A";"99.78";"A";"99.76";"A";"99.76";"A";"99.77";"A"
"2013-05";"101.19";"A";"101.19";"A";"101.2";"A";"101.19";"A";"101.19";"A";"101.19";"A";"101.19";"A";"101.18";"A";"101.18";"A";"101.19";"A";"101.18";"A";"101.19";"A";"101.19";"A";"101.18";"A";"100.99";"A";"101.0";"A";"101.02";"A";"101.02";"A";"101.03";"A";"101.04";"A";"101.06";"A";"101.11";"A";"101.06";"A";"101.16";"A";"101.16";"A";"101.21";"A"
"2013-06";"96.02";"A";"96.02";"A";"96.02";"A";"96.02";"A";"96.02";"A";"96.02";"A";"96.02";"A";"96.01";"A";"96.01";"A";"96.01";"A";"96.01";"A";"96.01";"A";"96.01";"A";"96.01";"A";"95.82";"A";"95.83";"A";"95.81";"A";"95.8";"A";"95.8";"A";"95.76";"A";"95.74";"A";"95.71";"A";"95.72";"A";"95.69";"A";"95.71";"A";"95.71";"A"
"2013-07";"97.42";"A";"97.42";"A";"97.43";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.41";"A";"97.41";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.24";"A";"97.27";"A";"97.29";"A";"97.32";"A";"97.3";"A";"97.39";"A";"97.37";"A";"97.37";"A";"97.36";"A";"97.37";"A";"97.36";"A";"97.37";"A"
"2013-08";"98.94";"A";"98.94";"A";"98.95";"A";"98.94";"A";"98.94";"A";"98.95";"A";"98.94";"A";"98.94";"A";"98.93";"A";"98.94";"A";"98.94";"A";"98.94";"A";"98.94";"A";"98.94";"A";"98.74";"A";"98.74";"A";"98.72";"A";"98.71";"A";"98.7";"A";"98.65";"A";"98.67";"A";"98.67";"A";"98.67";"A";"98.66";"A";"98.66";"A";"98.66";"A"
"2013-09";"98.13";"A";"98.13";"A";"98.14";"A";"98.14";"A";"98.14";"A";"98.14";"A";"98.13";"A";"98.13";"A";"98.12";"A";"98.13";"A";"98.13";"A";"98.13";"A";"98.13";"A";"98.13";"A";"97.93";"A";"97.93";"A";"97.94";"A";"97.92";"A";"97.92";"A";"97.91";"A";"97.89";"A";"97.9";"A";"97.91";"A";"97.89";"A";"97.9";"A";"97.89";"A"
"2013-10";"98.65";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.45";"A";"98.44";"A";"98.44";"A";"98.46";"A";"98.43";"A";"98.52";"A";"98.52";"A";"98.55";"A";"98.55";"A";"98.54";"A";"98.54";"A";"98.55";"A"
"2013-11";"100.34";"A";"100.35";"A";"100.35";"A";"100.35";"A";"100.35";"A";"100.35";"A";"100.35";"A";"100.34";"A";"100.34";"A";"100.34";"A";"100.34";"A";"100.34";"A";"100.34";"A";"100.34";"A";"100.15";"A";"100.14";"A";"100.11";"A";"100.11";"A";"100.1";"A";"100.07";"A";"100.05";"A";"100.05";"A";"100.06";"A";"100.02";"A";"100.01";"A";"100.01";"A"
"2013-12";"100.25";"A";"100.25";"A";"100.26";"A";"100.26";"A";"100.26";"A";"100.26";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.25";"A";"100.05";"A";"100.09";"A";"100.08";"A";"100.08";"A";"100.09";"A";"100.07";"A";"100.06";"A";"100.07";"A";"100.08";"A";"100.09";"A";"100.08";"A";"100.1";"A"
"2014-01";"98.9";"A";"98.91";"A";"98.91";"A";"98.91";"A";"98.91";"A";"98.91";"A";"98.91";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.9";"A";"98.71";"A";"98.71";"A";"98.72";"A";"98.71";"A";"98.7";"A";"98.68";"A";"98.67";"A";"98.66";"A";"98.67";"A";"98.67";"A";"98.67";"A";"98.71";"A"
"2014-02";"100.02";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.03";"A";"100.02";"A";"100.02";"A";"100.02";"A";"100.02";"A";"100.02";"A";"100.02";"A";"100.02";"A";"99.82";"A";"99.8";"A";"99.79";"A";"99.8";"A";"99.79";"A";"99.77";"A";"99.77";"A";"99.77";"A";"99.78";"A";"99.79";"A";"99.8";"A";"99.75";"A"
"2014-03";"97.65";"A";"97.65";"A";"97.66";"A";"97.65";"A";"97.65";"A";"97.65";"A";"97.65";"A";"97.64";"A";"97.64";"A";"97.64";"A";"97.64";"A";"97.65";"A";"97.65";"A";"97.64";"A";"97.45";"A";"97.45";"A";"97.44";"A";"97.42";"A";"97.43";"A";"97.41";"A";"97.39";"A";"97.37";"A";"97.36";"A";"97.33";"A";"97.35";"A";"97.35";"A"
"2014-04";"100.65";"A";"100.65";"A";"100.66";"A";"100.65";"A";"100.66";"A";"100.66";"A";"100.65";"A";"100.65";"A";"100.64";"A";"100.65";"A";"100.65";"A";"100.65";"A";"100.65";"A";"100.65";"A";"100.44";"A";"100.42";"A";"100.41";"A";"100.43";"A";"100.41";"A";"100.44";"A";"100.43";"A";"100.44";"A";"100.44";"A";"100.42";"A";"100.42";"A";"100.4";"A"
"2014-05";"98.88";"A";"98.88";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.88";"A";"98.88";"A";"98.87";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.66";"A";"98.64";"A";"98.67";"A";"98.64";"A";"98.63";"A";"98.66";"A";"98.67";"A";"98.68";"A";"98.57";"A";"98.66";"A";"98.66";"A";"98.64";"A"
"2014-06";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.43";"A";"99.43";"A";"99.42";"A";"99.22";"A";"99.23";"A";"99.23";"A";"99.2";"A";"99.22";"A";"99.19";"A";"99.17";"A";"99.14";"A";"99.15";"A";"99.12";"A";"99.13";"A";"99.13";"A"
"2014-07";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.13";"A";"99.13";"A";"99.13";"A";"99.13";"A";"99.13";"A";"99.13";"A";"99.13";"A";"98.93";"A";"98.98";"A";"98.95";"A";"99.01";"A";"98.99";"A";"99.03";"A";"99.02";"A";"99.04";"A";"99.06";"A";"99.06";"A";"99.04";"A";"99.08";"A"
"2014-08";"98.88";"A";"98.88";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.89";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.88";"A";"98.68";"A";"98.69";"A";"98.66";"A";"98.64";"A";"98.65";"A";"98.59";"A";"98.59";"A";"98.57";"A";"98.57";"A";"98.56";"A";"98.55";"A";"98.57";"A"
"2014-09";"99.92";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.93";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.92";"A";"99.73";"A";"99.74";"A";"99.75";"A";"99.75";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.76";"A";"99.77";"A";"99.77";"A";"99.77";"A";"99.77";"A"
"2014-10";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.45";"A";"98.43";"A";"98.44";"A";"98.43";"A";"98.41";"A";"98.48";"A";"98.48";"A";"98.51";"A";"98.5";"A";"98.49";"A";"98.49";"A";"98.48";"A"
"2014-11";"97.09";"A";"97.09";"A";"97.1";"A";"97.1";"A";"97.1";"A";"97.1";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"96.88";"A";"96.87";"A";"96.85";"A";"96.83";"A";"96.86";"A";"96.84";"A";"96.81";"A";"96.8";"A";"96.8";"A";"96.78";"A";"96.77";"A";"96.77";"A"
"2014-12";"99.07";"A";"99.07";"A";"99.08";"A";"99.08";"A";"99.08";"A";"99.08";"A";"99.07";"A";"99.07";"A";"99.06";"A";"99.07";"A";"99.07";"A";"99.07";"A";"99.07";"A";"99.07";"A";"98.87";"A";"98.84";"A";"98.86";"A";"98.85";"A";"98.85";"A";"98.88";"A";"98.87";"A";"98.87";"A";"98.8";"A";"98.81";"A";"98.81";"A";"98.76";"A"
"2015-01";"98.71";"A";"98.71";"A";"98.72";"A";"98.71";"A";"98.71";"A";"98.71";"A";"98.71";"A";"98.7";"A";"98.7";"A";"98.7";"A";"98.71";"A";"98.71";"A";"98.71";"A";"98.71";"A";"98.5";"A";"98.5";"A";"98.49";"A";"98.46";"A";"98.46";"A";"98.4";"A";"98.39";"A";"98.36";"A";"98.33";"A";"98.34";"A";"98.34";"A";"98.34";"A"
"2015-02";"98.27";"A";"98.27";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.06";"A";"98.05";"A";"98.04";"A";"98.04";"A";"98.04";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.03";"A";"98.02";"A";"98.05";"A";"97.98";"A"
"2015-03";"99.47";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.26";"A";"99.28";"A";"99.28";"A";"99.28";"A";"99.29";"A";"99.3";"A";"99.29";"A";"99.29";"A";"99.3";"A";"99.28";"A";"99.3";"A";"99.31";"A"
"2015-04";"99.42";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.43";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.22";"A";"99.18";"A";"99.17";"A";"99.2";"A";"99.19";"A";"99.2";"A";"99.19";"A";"99.2";"A";"99.22";"A";"99.21";"A";"99.21";"A";"99.22";"A"
"2015-05";"99.41";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.21";"A";"99.22";"A";"99.21";"A";"99.21";"A";"99.22";"A";"99.21";"A";"99.18";"A";"99.18";"A";"99.14";"A";"99.18";"A";"99.16";"A";"99.21";"A"
"2015-06";"101.01";"A";"101.01";"A";"101.02";"A";"101.02";"A";"101.02";"A";"101.02";"A";"101.01";"A";"101.01";"A";"101.0";"A";"101.01";"A";"101.01";"A";"101.01";"A";"101.01";"A";"101.01";"A";"100.8";"A";"100.81";"A";"100.84";"A";"100.84";"A";"100.82";"A";"100.86";"A";"100.88";"A";"100.87";"A";"100.87";"A";"100.85";"A";"100.87";"A";"100.88";"A"
"2015-07";"99.89";"A";"99.89";"A";"99.89";"A";"99.89";"A";"99.89";"A";"99.89";"A";"99.89";"A";"99.88";"A";"99.88";"A";"99.88";"A";"99.88";"A";"99.89";"A";"99.89";"A";"99.88";"A";"99.67";"A";"99.68";"A";"99.71";"A";"99.72";"A";"99.73";"A";"99.76";"A";"99.68";"A";"99.76";"A";"99.78";"A";"99.75";"A";"99.75";"A";"99.74";"A"
"2015-08";"99.96";"A";"99.96";"A";"99.97";"A";"99.97";"A";"99.97";"A";"99.97";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.96";"A";"99.74";"A";"99.77";"A";"99.76";"A";"99.76";"A";"99.77";"A";"99.77";"A";"99.77";"A";"99.74";"A";"99.75";"A";"99.76";"A";"99.75";"A";"99.77";"A"
"2015-09";"100.46";"A";"100.46";"A";"100.47";"A";"100.46";"A";"100.47";"A";"100.47";"A";"100.46";"A";"100.46";"A";"100.45";"A";"100.46";"A";"100.46";"A";"100.46";"A";"100.46";"A";"100.46";"A";"100.24";"A";"100.22";"A";"100.22";"A";"100.22";"A";"100.2";"A";"100.21";"A";"100.21";"A";"100.24";"A";"100.22";"A";"100.22";"A";"100.22";"A";"100.2";"A"
"2015-10";"100.7";"A";"100.7";"A";"100.71";"A";"100.71";"A";"100.71";"A";"100.71";"A";"100.7";"A";"100.7";"A";"100.69";"A";"100.7";"A";"100.7";"A";"100.7";"A";"100.7";"A";"100.7";"A";"100.49";"A";"100.49";"A";"100.48";"A";"100.47";"A";"100.44";"A";"100.44";"A";"100.48";"A";"100.45";"A";"100.45";"A";"100.46";"A";"100.46";"A";"100.48";"A"
"2015-11";"99.81";"A";"99.81";"A";"99.82";"A";"99.81";"A";"99.82";"A";"99.82";"A";"99.81";"A";"99.81";"A";"99.8";"A";"99.81";"A";"99.81";"A";"99.81";"A";"99.81";"A";"99.81";"A";"99.6";"A";"99.62";"A";"99.62";"A";"99.62";"A";"99.63";"A";"99.63";"A";"99.62";"A";"99.62";"A";"99.63";"A";"99.63";"A";"99.63";"A";"99.66";"A"
"2015-12";"99.2";"A";"99.2";"A";"99.21";"A";"99.21";"A";"99.21";"A";"99.21";"A";"99.2";"A";"99.2";"A";"99.19";"A";"99.2";"A";"99.2";"A";"99.2";"A";"99.2";"A";"99.2";"A";"98.99";"A";"98.98";"A";"98.98";"A";"99.01";"A";"99.0";"A";"99.06";"A";"99.06";"A";"99.06";"A";"99.05";"A";"99.02";"A";"99.01";"A";"99.02";"A"
"2016-01";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.28";"A";"100.28";"A";"100.28";"A";"100.28";"A";"100.29";"A";"100.29";"A";"100.28";"A";"100.08";"A";"100.09";"A";"100.07";"A";"100.05";"A";"100.06";"A";"100.0";"A";"99.98";"A";"99.94";"A";"99.91";"A";"99.92";"A";"99.92";"A";"99.93";"A"
"2016-02";"99.66";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.66";"A";"99.46";"A";"99.45";"A";"99.45";"A";"99.44";"A";"99.44";"A";"99.46";"A";"99.45";"A";"99.46";"A";"99.44";"A";"99.44";"A";"99.37";"A";"99.59";"A"
"2016-03";"99.56";"A";"99.56";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.36";"A";"99.35";"A";"99.32";"A";"99.34";"A";"99.33";"A";"99.34";"A";"99.33";"A";"99.34";"A";"99.35";"A";"99.34";"A";"99.34";"A";"99.38";"A"
"2016-04";"98.95";"A";"98.95";"A";"98.96";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.94";"A";"98.94";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.74";"A";"98.71";"A";"98.71";"A";"98.71";"A";"98.69";"A";"98.68";"A";"98.68";"A";"98.69";"A";"98.7";"A";"98.69";"A";"98.71";"A";"98.69";"A"
"2016-05";"98.51";"A";"98.51";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.3";"A";"98.32";"A";"98.34";"A";"98.35";"A";"98.34";"A";"98.39";"A";"98.4";"A";"98.42";"A";"98.42";"A";"98.44";"A";"98.44";"A";"98.48";"A"
"2016-06";"98.52";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.52";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.31";"A";"98.29";"A";"98.3";"A";"98.32";"A";"98.3";"A";"98.35";"A";"98.35";"A";"98.35";"A";"98.34";"A";"98.33";"A";"98.34";"A";"98.35";"A"
"2016-07";"99.71";"A";"99.71";"A";"99.72";"A";"99.72";"A";"99.72";"A";"99.72";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.71";"A";"99.49";"A";"99.52";"A";"99.52";"A";"99.49";"A";"99.5";"A";"99.47";"A";"99.39";"A";"99.44";"A";"99.42";"A";"99.41";"A";"99.4";"A";"99.36";"A"
"2016-08";"99.75";"A";"99.75";"A";"99.76";"A";"99.76";"A";"99.76";"A";"99.76";"A";"99.75";"A";"99.75";"A";"99.74";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.52";"A";"99.55";"A";"99.57";"A";"99.56";"A";"99.55";"A";"99.54";"A";"99.54";"A";"99.54";"A"
"2016-09";"99.62";"A";"99.62";"A";"99.62";"A";"99.62";"A";"99.62";"A";"99.62";"A";"99.62";"A";"99.61";"A";"99.61";"A";"99.61";"A";"99.61";"A";"99.62";"A";"99.61";"A";"99.61";"A";"99.4";"A";"99.4";"A";"99.39";"A";"99.4";"A";"99.39";"A";"99.37";"A";"99.37";"A";"99.4";"A";"99.42";"A";"99.44";"A";"99.42";"A";"99.46";"A"
"2016-10";"98.64";"A";"98.64";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.65";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.64";"A";"98.43";"A";"98.45";"A";"98.43";"A";"98.41";"A";"98.41";"A";"98.39";"A";"98.41";"A";"98.38";"A";"98.34";"A";"98.35";"A";"98.36";"A";"98.36";"A"
"2016-11";"99.74";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.75";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.54";"A";"99.5";"A";"99.5";"A";"99.49";"A";"99.5";"A";"99.53";"A";"99.51";"A";"99.51";"A";"99.46";"A";"99.46";"A";"99.46";"A";"99.45";"A"
"2016-12";"99.47";"A";"99.47";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.47";"A";"99.47";"A";"99.46";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.25";"A";"99.22";"A";"99.23";"A";"99.24";"A";"99.21";"A";"99.21";"A";"99.22";"A";"99.22";"A";"99.23";"A";"99.21";"A";"99.21";"A";"99.21";"A"
